name,state,vin,year,vehicle,model,engine,transmission,drivetrain,cab,bed,color,interior,base_msrp,total_msrp,availability_date,total_packages,packages,dealerId,url,regionId,lat,long
Acton Toyota of Littleton,MA,JTEAAAAHXRJ178058,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Ruby Flare Pearl,Black SofTex® [softex],40405,42782.0,,10,"Emergency Assistance Kit[installed_msrp], 50 State Emissions, Carpet Mat Package[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Black Roof Rail, Door Edge Guards[installed_msrp], Nightshade Edition, Quick Charging Cable Package[installed_msrp], Alloy Wheel Locks[installed_msrp], Special Color",20146,https://www.actontoyota.com,17,42.543493,-71.465528
Bernardi Toyota,MA,JTEAAAAH1RJ166039,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black/Java SofTex® [softex],39280,41295.0,,4,"Carpet Cargo Mat[parts_only_msrp], 50 State Emissions, Special Color, Alloy Wheel Locks[installed_msrp]",20109,https://www.bernarditoyota.com,17,42.2957,-71.4713
Bernardi Toyota,MA,JTEAAAAH7RJ164571,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black SofTex® [softex],39280,41903.0,,8,"Carpet Cargo Mat[parts_only_msrp], Alloy Wheel Locks[installed_msrp], 50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Special Color, Door Edge Guards[installed_msrp], Quick Charging Cable Package[installed_msrp], Emergency Assistance Kit[installed_msrp]",20109,https://www.bernarditoyota.com,17,42.2957,-71.4713
Bernardi Toyota,MA,JTEAAAAH5RJ175570,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black,Black SofTex® [softex],40405,42418.0,,6,"Nightshade Edition, 50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Special Color, Black Roof Rail, Carpet Mat Package[installed_msrp]",20109,https://www.bernarditoyota.com,17,42.2957,-71.4713
Bernardi Toyota,MA,JTEAAAAH6RJ175691,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Ruby Flare Pearl,Black SofTex® [softex],40405,42418.0,,6,"50 State Emissions, Black Roof Rail, Carpet Mat Package[installed_msrp], Special Color, Nightshade Edition, All-Weather Floor Liner Package[installed_msrp]",20109,https://www.bernarditoyota.com,17,42.2957,-71.4713
Bernardi Toyota,MA,JTEAAAAH4RJ167234,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black [extra_cost_color],Black Softex® [softex],43215,47008.0,,7,"All-Weather Floor Liner Package[installed_msrp], Carpet Cargo Mat[parts_only_msrp], Star Gaze™ Fixed Panoramic Roof, Quick Charging Cable Package[installed_msrp], Alloy Wheel Locks[installed_msrp], 50 State Emissions, Special Color",20109,https://www.bernarditoyota.com,17,42.2957,-71.4713
Toyota of Wellesley,MA,JTEAAAAHXRJ165794,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Black,Black SofTex® [softex],39280,40675.0,,1,50 State Emissions,20113,https://www.wellesleytoyota.com,17,42.315054,-71.249542
Toyota of Wellesley,MA,JTEAAAAH7RJ179183,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Black,Black/Java SofTex® [softex],39280,41704.0,,5,"50 State Emissions, Emergency Assistance Kit[installed_msrp], Alloy Wheel Locks[installed_msrp], All-Weather Floor Liner Package[installed_msrp], JBL® Premium Audio",20113,https://www.wellesleytoyota.com,17,42.315054,-71.249542
Toyota of Wellesley,MA,JTEAAAAH3RJ160940,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Black SofTex® [softex],39130,41888.0,,7,"Carpet Mat Package[installed_msrp], All-Weather Floor Liner Package[installed_msrp], JBL® Premium Audio, First Aid Kit w/ PPE[installed_msrp], Emergency Assistance Kit[installed_msrp], Alloy Wheel Locks[installed_msrp], 50 State Emissions",20113,https://www.wellesleytoyota.com,17,42.315054,-71.249542
Toyota of Wellesley,MA,JTEAAAAH2RJ170424,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Black SofTex® [softex],39280,42013.0,,6,"All-Weather Floor Liner Package[installed_msrp], Alloy Wheel Locks[installed_msrp], JBL® Premium Audio, Emergency Assistance Kit[installed_msrp], Carpet Mat Package[installed_msrp], 50 State Emissions",20113,https://www.wellesleytoyota.com,17,42.315054,-71.249542
Toyota of Wellesley,MA,JTEAAAAH9RJ166533,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black [extra_cost_color],Black SofTex® [softex],39280,42054.0,,5,"50 State Emissions, JBL® Premium Audio, All-Weather Floor Liner Package[installed_msrp], Alloy Wheel Locks[installed_msrp], Special Color",20113,https://www.wellesleytoyota.com,17,42.315054,-71.249542
Toyota of Wellesley,MA,JTEAAAAH8RJ168564,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Blueprint,Black/Java SofTex® [softex],43215,46384.0,,4,"All-Weather Floor Liner Package[installed_msrp], Alloy Wheel Locks[installed_msrp], 50 State Emissions, Star Gaze™ Fixed Panoramic Roof",20113,https://www.wellesleytoyota.com,17,42.315054,-71.249542
Woburn Toyota,MA,JTEAAAAH4RJ156766,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Ruby Flare Pearl [extra_cost_color],Boulder SofTex® [softex],39130,41504.0,,6,"First Aid Kit w/ PPE[installed_msrp], Door Edge Guards[installed_msrp], All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Alloy Wheel Locks[installed_msrp], Special Color",20087,https://www.woburntoyota.com,17,42.5015,-71.1277
Woburn Toyota,MA,JTEAAAAH0RJ171796,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Ruby Flare Pearl [extra_cost_color],Black SofTex® [softex],39280,41564.0,,4,"All-Weather Floor Liner Package[installed_msrp], Special Color, 50 State Emissions, Door Edge Guards[installed_msrp]",20087,https://www.woburntoyota.com,17,42.5015,-71.1277
Woburn Toyota,MA,JTEAAAAH8RJ172484,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Ruby Flare Pearl [extra_cost_color],Boulder SofTex® [softex],39280,41564.0,,4,"All-Weather Floor Liner Package[installed_msrp], Door Edge Guards[installed_msrp], Special Color, 50 State Emissions",20087,https://www.woburntoyota.com,17,42.5015,-71.1277
Woburn Toyota,MA,JTEAAAAH2RJ171850,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black [extra_cost_color],Boulder SofTex® [softex],39280,41564.0,,4,"Special Color, 50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Door Edge Guards[installed_msrp]",20087,https://www.woburntoyota.com,17,42.5015,-71.1277
Woburn Toyota,MA,JTEAAAAH4RJ162616,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Black,Black/Java SofTex® [softex],39280,41654.0,,5,"All-Weather Floor Liner Package[installed_msrp], Alloy Wheel Locks[installed_msrp], First Aid Kit w/ PPE[installed_msrp], JBL® Premium Audio, 50 State Emissions",20087,https://www.woburntoyota.com,17,42.5015,-71.1277
Woburn Toyota,MA,JTEAAAAH6RJ160480,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black [extra_cost_color],Black/Java SofTex® [softex],39130,41734.0,,5,"Special Color, Roof Rack Cross Bars[installed_msrp], All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Door Edge Guards[installed_msrp]",20087,https://www.woburntoyota.com,17,42.5015,-71.1277
Woburn Toyota,MA,JTEAAAAH4RJ174314,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Ruby Flare Pearl [extra_cost_color],Boulder SofTex® [softex],39280,41884.0,,5,"All-Weather Floor Liner Package[installed_msrp], Roof Rack Cross Bars[installed_msrp], Special Color, 50 State Emissions, Door Edge Guards[installed_msrp]",20087,https://www.woburntoyota.com,17,42.5015,-71.1277
Woburn Toyota,MA,JTEAAAAH8RJ168998,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black [extra_cost_color],Black SofTex® [softex],39280,42144.0,,5,"JBL® Premium Audio, 50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Special Color, Door Edge Guards[installed_msrp]",20087,https://www.woburntoyota.com,17,42.5015,-71.1277
Woburn Toyota,MA,JTEAAAAH3RJ166690,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Ruby Flare Pearl,Black SofTex® [softex],40405,42264.0,,6,"Door Edge Guards[installed_msrp], Nightshade Edition, Black Roof Rail, 50 State Emissions, Special Color, All-Weather Floor Liner Package[installed_msrp]",20087,https://www.woburntoyota.com,17,42.5015,-71.1277
Woburn Toyota,MA,JTEAAAAH5RJ160311,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black,Black SofTex® [softex],40255,42434.0,,7,"50 State Emissions, Nightshade Edition, Roof Rack Cross Bars[installed_msrp], Special Color, All-Weather Floor Liner Package[installed_msrp], Door Edge Guards[installed_msrp], Black Roof Rail",20087,https://www.woburntoyota.com,17,42.5015,-71.1277
Toyota of Watertown,MA,JTEAAAAH4RJ170098,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Titanium Glow,Black SofTex® [softex],39280,41283.0,,5,"All-Weather Floor Liner Package[installed_msrp], Quick Charging Cable Package[installed_msrp], Door Edge Guards[installed_msrp], 50 State Emissions, Emergency Assistance Kit[installed_msrp]",20019,https://www.toyotaofwatertown.com,17,42.364367,-71.177262
Toyota of Watertown,MA,JTEAAAAH5RJ173091,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Ruby Flare Pearl [extra_cost_color],Black SofTex® [softex],39280,41708.0,,6,"Quick Charging Cable Package[installed_msrp], 50 State Emissions, Door Edge Guards[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Special Color, Emergency Assistance Kit[installed_msrp]",20019,https://www.toyotaofwatertown.com,17,42.364367,-71.177262
Toyota of Watertown,MA,JTEAAAAH0RJ174391,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Ruby Flare Pearl [extra_cost_color],Black SofTex® [softex],39280,41708.0,,6,"All-Weather Floor Liner Package[installed_msrp], Quick Charging Cable Package[installed_msrp], 50 State Emissions, Special Color, Emergency Assistance Kit[installed_msrp], Door Edge Guards[installed_msrp]",20019,https://www.toyotaofwatertown.com,17,42.364367,-71.177262
Toyota of Watertown,MA,JTEAAAAH3RJ175504,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Blueprint,Black SofTex® [softex],39280,41863.0,,6,"JBL® Premium Audio, All-Weather Floor Liner Package[installed_msrp], Emergency Assistance Kit[installed_msrp], Door Edge Guards[installed_msrp], 50 State Emissions, Quick Charging Cable Package[installed_msrp]",20019,https://www.toyotaofwatertown.com,17,42.364367,-71.177262
Toyota of Watertown,MA,JTEAAAAH3RJ171887,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black,Black SofTex® [softex],40405,42264.0,,6,"All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Door Edge Guards[installed_msrp], Special Color, Black Roof Rail, Nightshade Edition",20019,https://www.toyotaofwatertown.com,17,42.364367,-71.177262
Toyota of Watertown,MA,JTEAAAAH3RJ173302,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl,Black SofTex® [softex],40405,42473.0,,8,"Alloy Wheel Locks[installed_msrp], Door Edge Guards[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Emergency Assistance Kit[installed_msrp], 50 State Emissions, Quick Charging Cable Package[installed_msrp], Black Roof Rail, Nightshade Edition",20019,https://www.toyotaofwatertown.com,17,42.364367,-71.177262
Herb Chambers Toyota of Boston,MA,JTEAAAAH3RJ178984,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black/Java SofTex® [softex],43215,47108.0,,8,"All-Weather Floor Liner Package[installed_msrp], Quick Charging Cable Package[installed_msrp], Door Edge Guards[installed_msrp], 50 State Emissions, Special Color, Emergency Assistance Kit[installed_msrp], Alloy Wheel Locks[installed_msrp], Star Gaze™ Fixed Panoramic Roof",20126,https://www.herbchamberstoyotaofboston.com,17,42.352217,-71.126462
Boch Toyota,MA,JTEAAAAH4RJ176340,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Blueprint,Boulder SofTex® [softex],39280,41459.0,,4,"All-Weather Floor Liner Package[installed_msrp], Roof Rack Cross Bars[installed_msrp], 50 State Emissions, Door Edge Guards[installed_msrp]",20141,https://www.bochtoyota.com,17,42.201833,-71.18773
Boch Toyota,MA,JTEAAAAH6RJ171690,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black [extra_cost_color],Boulder SofTex® [softex],39280,42464.0,,6,"Special Color, Roof Rack Cross Bars[installed_msrp], JBL® Premium Audio, All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Door Edge Guards[installed_msrp]",20141,https://www.bochtoyota.com,17,42.201833,-71.18773
Boch Toyota,MA,JTEAAAAH6RJ173097,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black,Black SofTex® [softex],40405,42584.0,,7,"Door Edge Guards[installed_msrp], Black Roof Rail, 50 State Emissions, Roof Rack Cross Bars[installed_msrp], Nightshade Edition, Special Color, All-Weather Floor Liner Package[installed_msrp]",20141,https://www.bochtoyota.com,17,42.201833,-71.18773
Boch Toyota,MA,JTEAAAAH9RJ178245,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Ruby Flare Pearl,Black SofTex® [softex],40405,43664.0,,6,"Star Gaze™ Fixed Panoramic Roof, Door Edge Guards[installed_msrp], Nightshade Edition, All-Weather Floor Liner Package[installed_msrp], Special Color, 50 State Emissions",20141,https://www.bochtoyota.com,17,42.201833,-71.18773
Ira Toyota,MA,JTEAAAAH7RJ175487,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Titanium Glow,Black SofTex® [softex],39280,41592.0,,6,"All-Weather Floor Liner Package[installed_msrp], Quick Charging Cable Package[installed_msrp], Carpet Mat Package[installed_msrp], 50 State Emissions, Emergency Assistance Kit[installed_msrp], Door Edge Guards[installed_msrp]",20127,https://www.toyotaofdanvers.com,17,42.554821,-70.962188
Ira Toyota,MA,JTEAAAAH0RJ168932,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black/Java SofTex® [softex],39280,41759.0,,6,"50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Door Edge Guards[installed_msrp], Special Color, Carpet Cargo Mat[parts_only_msrp], Alloy Wheel Locks[installed_msrp]",20127,https://www.toyotaofdanvers.com,17,42.554821,-70.962188
Ira Toyota,MA,JTEAAAAH1RJ177185,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black,Black SofTex® [softex],40405,41800.0,,4,"Nightshade Edition, Black Roof Rail, Special Color, 50 State Emissions",20127,https://www.toyotaofdanvers.com,17,42.554821,-70.962188
Ira Toyota,MA,JTEAAAAH1RJ169667,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black [extra_cost_color],Black/Java SofTex® [softex],39280,41838.0,,7,"Quick Charging Cable Package[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Special Color, Door Edge Guards[installed_msrp], Carpet Cargo Mat[parts_only_msrp], Emergency Assistance Kit[installed_msrp], 50 State Emissions",20127,https://www.toyotaofdanvers.com,17,42.554821,-70.962188
Ira Toyota,MA,JTEAAAAH6RJ170992,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Black SofTex® [softex],39280,41982.0,,8,"Connected Services Trial Offering 3 Additional Years of Drive Connect & Remote Connect[installed_msrp], Emergency Assistance Kit[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Quick Charging Cable Package[installed_msrp], Alloy Wheel Locks[installed_msrp], 50 State Emissions, Carpet Mat Package[installed_msrp], Door Edge Guards[installed_msrp]",20127,https://www.toyotaofdanvers.com,17,42.554821,-70.962188
